1735096767.237942,0
1735096767.341194,10
1735096767.444997,9
1735096767.548376,9
1735096767.651610,9
1735096767.755639,10
1735096767.859096,10
1735096767.962412,11
1735096768.066531,9
1735096768.170548,10
1735096768.275498,10
1735096768.379117,12
1735096768.482452,11
1735096768.586463,10
1735096768.690521,10
1735096768.793977,11
1735096768.897477,9
1735096769.000773,11
1735096769.105536,12
1735096769.209481,8
1735096769.313045,7
1735096769.416648,7
1735096769.520475,8
1735096769.624550,7
1735096769.728172,7
1735096769.831701,9
1735096769.935291,6
1735096770.040060,6
1735096770.143335,8
1735096770.246460,6
1735096770.349909,8
1735096770.453098,7
1735096770.556160,8
1735096770.659400,10
1735096770.763202,7
1735096770.866522,9
1735096770.969670,8
1735096771.073337,9
1735096771.176516,9
1735096771.279968,9
1735096771.383136,9
1735096771.486465,8
1735096771.589691,8
1735096771.692938,8
1735096771.796192,7
1735096771.899239,6
1735096772.002500,7
1735096772.106115,7
1735096772.209099,8
1735096772.312013,6
1735096772.415006,7
1735096772.517994,7
1735096772.620928,7
1735096772.723747,6
1735096772.826828,7
1735096772.929716,7
1735096773.032816,8
1735096773.136958,7
1735096773.240494,6
1735096773.343461,6
1735096773.446576,6
1735096773.550154,6
1735096773.653097,7
1735096773.756206,6
1735096773.859132,7
1735096773.961834,6
1735096774.065159,6
1735096774.168466,6
1735096774.271539,6
1735096774.374816,7
1735096774.477901,6
1735096774.580975,7
1735096774.684033,6
1735096774.787120,5
1735096774.890042,7
1735096774.992849,6
1735096775.096516,6
1735096775.200059,5
1735096775.303169,6
1735096775.406209,5
1735096775.509377,5
1735096775.613416,7
1735096775.716620,6
1735096775.819695,7
1735096775.922774,7
1735096776.025697,7
1735096776.130805,6
1735096776.234581,6
1735096776.337956,7
1735096776.441298,6
1735096776.545440,7
1735096776.648853,6
1735096776.752846,6
1735096776.856435,6
1735096776.959864,7
1735096777.063665,7
1735096777.166950,6
1735096777.270261,8
1735096777.373905,2
1735096777.477290,1
1735096777.581496,1
1735096777.684753,1
1735096777.787822,2
1735096777.890753,3
1735096777.993772,6
1735096778.097359,6
1735096778.201014,6
1735096778.303847,6
1735096778.406887,6
1735096778.509826,4
1735096778.613655,8
1735096778.716624,5
1735096778.819449,5
1735096778.923247,7
1735096779.026806,7
1735096779.130834,6
1735096779.234957,7
1735096779.338696,7
1735096779.442329,10
1735096779.546735,10
1735096779.650560,9
1735096779.754269,10
1735096779.857956,10
1735096779.961543,10
1735096780.064933,8
1735096780.168781,10
1735096780.272663,10
1735096780.375902,10
1735096780.479055,9
1735096780.582995,8
1735096780.686735,9
1735096780.790400,9
1735096780.893966,10
1735096780.997196,10
1735096781.100382,9
1735096781.204038,9
1735096781.307384,10
1735096781.410777,8
1735096781.514027,9
1735096781.617240,8
1735096781.720399,8
1735096781.823317,8
1735096781.926057,8
1735096782.028918,7
1735096782.131952,8
1735096782.234926,8
1735096782.337837,7
1735096782.440707,7
1735096782.543543,9
1735096782.646338,8
1735096782.749578,9
1735096782.852682,7
1735096782.955549,6
1735096783.058349,8
1735096783.161176,8
1735096783.264128,7
1735096783.366997,10
1735096783.469890,9
1735096783.574055,8
1735096783.678752,9
1735096783.782437,8
1735096783.885432,9
1735096783.988293,7
1735096784.091411,8
1735096784.194306,9
1735096784.297978,9
1735096784.400973,8
1735096784.504163,9
1735096784.607189,9
1735096784.710260,8
1735096784.813391,9
1735096784.916314,10
1735096785.019006,8
1735096785.121842,9
1735096785.224644,10
1735096785.327517,9
1735096785.430338,9
1735096785.533118,9
1735096785.636590,9
1735096785.740098,10
1735096785.843193,8
1735096785.946157,9
1735096786.049792,8
1735096786.152653,8
1735096786.255494,10
1735096786.358333,9
1735096786.461122,8
1735096786.563836,8
1735096786.666606,8
1735096786.769469,7
1735096786.872547,8
1735096786.975396,8
1735096787.078547,7
1735096787.181686,9
1735096787.284913,7
1735096787.388128,8
1735096787.491343,7
1735096787.595212,7
1735096787.698938,2
1735096787.802619,2
1735096787.905814,1
1735096788.008970,3
1735096788.113291,4
1735096788.216627,5
1735096788.319930,6
1735096788.423066,6
1735096788.526112,5
1735096788.628946,5
1735096788.731952,6
1735096788.834963,7
1735096788.937881,6
1735096789.040971,5
1735096789.143935,8
1735096789.247763,7
1735096789.350663,7
1735096789.453697,9
1735096789.557521,8
1735096789.660754,8
1735096789.764044,10
1735096789.867351,9
1735096789.970486,8
1735096790.074353,9
1735096790.177602,9
1735096790.280863,9
1735096790.384196,9
1735096790.487524,9
1735096790.590734,9
1735096790.695814,11
1735096790.799195,10
1735096790.902514,11
1735096791.005787,9
1735096791.109052,10
1735096791.213751,10
1735096791.317020,11
1735096791.420325,10
1735096791.523572,11
1735096791.628622,10
1735096791.733348,10
1735096791.836633,9
1735096791.939879,9
1735096792.042878,10
1735096792.145826,8
1735096792.248755,9
1735096792.351534,10
1735096792.454623,9
1735096792.558267,9
1735096792.662279,8
1735096792.765610,8
1735096792.868738,9
1735096792.971696,7
1735096793.074648,8
1735096793.177341,8
1735096793.280377,7
1735096793.383337,7
1735096793.486390,9
1735096793.590269,8
1735096793.693326,7
1735096793.796805,9
1735096793.899839,8
1735096794.002857,9
1735096794.106519,5
1735096794.209992,7
1735096794.312980,11
1735096794.415841,9
1735096794.518644,8
1735096794.622468,11
1735096794.726279,7
1735096794.829280,8
1735096794.932388,11
1735096795.035449,8
1735096795.139022,10
1735096795.242509,8
1735096795.345368,9
1735096795.448241,10
1735096795.551226,9
1735096795.655788,8
1735096795.760405,10
1735096795.863476,9
1735096795.966592,9
1735096796.069640,9
1735096796.172591,9
1735096796.275603,9
1735096796.378523,9
1735096796.481314,8
1735096796.584078,9
1735096796.686922,9
1735096796.789820,10
1735096796.892686,10
1735096796.996141,8
1735096797.099031,9
1735096797.201859,9
1735096797.304622,8
1735096797.407329,9
1735096797.510160,10
1735096797.614159,8
1735096797.717295,9
1735096797.820575,8
1735096797.923491,7
1735096798.026691,3
1735096798.129832,2
1735096798.233026,3
1735096798.336260,4
1735096798.439292,7
1735096798.542505,5
1735096798.645718,5
1735096798.748989,7
1735096798.852177,6
1735096798.955169,6
1735096799.060552,7
1735096799.164471,7
1735096799.267627,8
1735096799.370904,9
1735096799.474130,7
1735096799.578281,7
1735096799.682647,9
1735096799.785874,8
1735096799.889180,8
1735096799.992419,10
1735096800.095659,9
1735096800.201988,9
1735096800.307904,9
1735096800.411120,10
1735096800.514209,10
1735096800.617354,8
1735096800.721662,9
1735096800.824821,9
1735096800.927950,9
1735096801.031125,10
1735096801.134251,9
1735096801.237478,9
1735096801.340845,9
1735096801.444155,9
1735096801.547592,10
1735096801.651549,10
1735096801.755675,10
1735096801.859396,10
1735096801.962966,10
1735096802.066749,10
1735096802.170657,9
1735096802.274617,9
1735096802.377819,9
1735096802.481045,10
1735096802.584754,8
1735096802.688532,9
1735096802.791851,8
1735096802.894892,7
1735096802.997934,8
1735096803.101021,8
1735096803.204657,8
1735096803.308162,9
1735096803.411011,8
1735096803.514044,7
1735096803.617595,9
1735096803.721200,8
1735096803.824337,7
1735096803.927352,9
1735096804.030424,9
1735096804.133449,8
1735096804.236538,9
1735096804.339705,8
1735096804.442759,9
1735096804.545884,9
1735096804.648987,9
1735096804.752296,10
1735096804.855599,8
1735096804.958882,10
1735096805.062280,10
1735096805.165645,10
1735096805.270041,10
1735096805.373734,9
1735096805.477020,10
1735096805.580865,11
1735096805.684489,9
1735096805.788205,10
1735096805.891749,10
1735096805.995168,10
1735096806.099062,9
1735096806.202231,8
1735096806.306058,9
1735096806.409214,9
1735096806.512037,7
1735096806.615455,8
1735096806.719037,8
1735096806.822127,8
1735096806.925176,7
1735096807.028202,8
1735096807.131172,8
1735096807.234360,7
1735096807.337549,7
1735096807.440649,9
1735096807.543824,7
1735096807.647524,7
1735096807.751202,9
1735096807.854404,8
1735096807.957332,7
1735096808.060378,9
1735096808.164126,8
1735096808.267229,5
1735096808.370563,1
1735096808.473837,2
1735096808.578243,3
1735096808.682667,6
1735096808.785946,7
1735096808.889348,5
1735096808.992623,7
1735096809.096468,6
1735096809.200466,6
1735096809.303702,7
1735096809.406983,6
1735096809.510185,7
1735096809.613643,9
1735096809.717722,8
1735096809.821058,8
1735096809.924464,9
1735096810.027697,9
1735096810.131538,8
1735096810.235325,9
1735096810.339417,9
1735096810.442847,9
1735096810.546235,9
1735096810.649911,8
1735096810.753147,9
1735096810.856542,9
1735096810.959856,9
1735096811.063143,9
1735096811.166729,9
1735096811.270630,9
1735096811.374459,9
1735096811.478188,8
1735096811.582753,10
1735096811.687286,9
1735096811.791146,8
1735096811.894949,8
1735096811.998814,8
1735096812.102385,7
1735096812.206909,9
1735096812.311399,8
1735096812.415225,7
1735096812.518843,8
1735096812.622550,6
1735096812.726416,8
1735096812.830121,9
1735096812.934247,7
1735096813.038273,8
1735096813.141661,7
1735096813.245597,8
1735096813.348944,9
1735096813.451898,8
1735096813.555216,7
1735096813.658502,10
1735096813.761828,8
1735096813.865253,8
1735096813.968204,9
1735096814.071951,9
1735096814.175043,8
1735096814.278712,9
1735096814.381877,9
1735096814.485262,9
1735096814.588698,9
1735096814.692018,8
1735096814.795306,10
1735096814.898549,10
1735096815.001801,9
1735096815.105037,10
1735096815.208340,10
1735096815.312180,10
1735096815.415408,11
1735096815.518380,10
1735096815.622091,10
1735096815.725152,10
1735096815.828111,8
1735096815.931249,9
1735096816.034385,8
1735096816.137751,7
1735096816.240966,8
1735096816.344389,7
1735096816.447671,7
1735096816.550772,9
1735096816.654405,7
1735096816.757485,7
1735096816.860464,9
1735096816.963361,8
1735096817.066532,9
1735096817.170257,8
1735096817.274494,7
1735096817.377695,9
1735096817.480683,8
1735096817.584225,8
1735096817.687811,9
1735096817.790851,9
1735096817.894500,9
1735096817.997535,9
1735096818.100585,9
1735096818.205637,9
1735096818.309573,10
1735096818.412663,9
1735096818.515596,10
1735096818.619113,5
1735096818.722565,2
1735096818.825618,2
1735096818.929180,3
1735096819.032024,4
1735096819.135007,7
1735096819.239872,5
1735096819.343097,5
1735096819.446278,8
1735096819.549450,5
1735096819.653803,6
1735096819.757755,6
1735096819.861063,7
1735096819.964324,7
1735096820.067662,6
1735096820.171679,7
1735096820.274982,10
1735096820.378292,7
1735096820.481679,8
